Product,State,zip3,length
Credit card or prepaid card,MD,207,594
Vehicle loan or lease,NY,144,1885
Credit card or prepaid card,GA,300,194
Credit card or prepaid card,CA,927,1993
Credit card or prepaid card,CA,914,401
Credit card or prepaid card,IL,600,324
Credit card or prepaid card,CA,922,1075
Student loan,FL,346,984
Student loan,NC,282,2957
Mortgage,NC,0,597
Mortgage,MA,0,2981
Credit card or prepaid card,CO,808,223
Credit card or prepaid card,PR,729,343
Credit card or prepaid card,MD,210,1482
Credit card or prepaid card,TX,760,3701
Mortgage,IL,0,4184
Credit card or prepaid card,NY,100,2768
Vehicle loan or lease,CA,900,210
Credit card or prepaid card,CA,900,2009
Student loan,NY,107,595
Vehicle loan or lease,VA,234,1641
Credit card or prepaid card,NY,100,250
Vehicle loan or lease,FL,0,886
Credit card or prepaid card,AR,0,1094
Mortgage,FL,322,3509
Credit card or prepaid card,IN,463,1541
Mortgage,PA,194,1111
Mortgage,GA,300,53
Credit card or prepaid card,FL,334,308
Credit card or prepaid card,FL,328,421
Mortgage,NJ,87,6643
Credit card or prepaid card,MI,498,1884
Mortgage,CO,802,2594
Credit card or prepaid card,CA,904,5457
Mortgage,TX,750,2117
Mortgage,LA,700,1477
Student loan,TX,0,941
Credit card or prepaid card,CA,907,5859
Credit card or prepaid card,WA,0,167
Mortgage,CA,926,1244
Mortgage,IA,0,790
Mortgage,FL,328,2285
Mortgage,TX,775,674
Mortgage,FL,330,2639
Vehicle loan or lease,MD,212,1010
Mortgage,LA,700,1673
Credit card or prepaid card,AL,361,1061
Mortgage,MD,0,849
Credit card or prepaid card,CO,0,817
Student loan,NJ,0,484
Mortgage,FL,334,2233
Mortgage,PA,190,720
Mortgage,MA,18,7848
Credit card or prepaid card,SC,298,442
Credit card or prepaid card,OK,744,1697
Student loan,MD,210,845
Vehicle loan or lease,NY,0,1495
Mortgage,TN,381,541
Student loan,NH,0,2080
Mortgage,FL,328,252
Credit card or prepaid card,NY,100,365
Credit card or prepaid card,NY,103,1127
Credit card or prepaid card,NY,117,405
Credit card or prepaid card,WA,980,1181
Credit card or prepaid card,NJ,77,775
Credit card or prepaid card,FL,336,1423
Credit card or prepaid card,NY,121,1034
Mortgage,IL,606,791
Credit card or prepaid card,PA,191,309
Credit card or prepaid card,CA,921,1234
Credit card or prepaid card,SC,0,281
Credit card or prepaid card,CA,0,715
Mortgage,IL,606,956
Mortgage,NV,890,3810
Mortgage,CA,956,2035
Student loan,TX,0,2337
Student loan,CO,802,930
Credit card or prepaid card,PA,0,606
Vehicle loan or lease,NY,117,2852
Credit card or prepaid card,NJ,70,3954
Student loan,TX,760,3111
Student loan,MD,217,1181
Mortgage,NC,0,539
Mortgage,PA,172,6023
Mortgage,IN,0,513
Student loan,GA,0,301
Mortgage,NC,0,1535
Mortgage,CA,913,1253
Mortgage,WA,980,2794
Credit card or prepaid card,OH,436,2458
Mortgage,WY,820,1603
Student loan,PA,191,1734
Mortgage,CA,935,468
Mortgage,AK,997,416
Mortgage,WI,549,2678
Credit card or prepaid card,DC,0,2281
Student loan,TX,770,1821
Credit card or prepaid card,NC,285,2986
Vehicle loan or lease,OH,441,3600
Credit card or prepaid card,WA,985,541
Mortgage,MD,207,1062
Student loan,VA,0,462
Mortgage,CA,928,1459
Credit card or prepaid card,IL,0,922
Mortgage,FL,324,4125
Student loan,NY,100,642
Mortgage,MA,16,1203
Mortgage,IL,601,937
Student loan,OH,0,198
Credit card or prepaid card,MN,554,2210
Credit card or prepaid card,MD,207,2851
Credit card or prepaid card,GA,301,1394
Vehicle loan or lease,PA,0,1101
Credit card or prepaid card,NY,115,1105
Credit card or prepaid card,TX,0,909
Mortgage,MA,19,3582
Credit card or prepaid card,OH,440,507
Mortgage,FL,330,835
Credit card or prepaid card,NY,100,1777
Mortgage,AZ,850,933
Credit card or prepaid card,VA,224,655
Student loan,OR,971,3258
Mortgage,AZ,852,1082
Student loan,OK,740,882
Credit card or prepaid card,CA,935,2029
Credit card or prepaid card,NJ,76,164
Student loan,VA,0,1091
Vehicle loan or lease,NM,0,588
Credit card or prepaid card,MA,0,4365
Vehicle loan or lease,CA,926,697
Vehicle loan or lease,KS,660,472
Credit card or prepaid card,CA,941,1321
Vehicle loan or lease,NY,0,1864
Student loan,CA,928,1479
Credit card or prepaid card,MA,20,898
Mortgage,CA,937,295
Vehicle loan or lease,IL,618,429
Vehicle loan or lease,PA,0,998
Mortgage,MA,0,711
Mortgage,CO,0,4012
Credit card or prepaid card,IL,605,1737
Credit card or prepaid card,FL,347,434
Mortgage,CO,800,917
Vehicle loan or lease,GA,308,1729
Credit card or prepaid card,PA,191,2057
Mortgage,PA,175,736
Mortgage,NY,104,625
Vehicle loan or lease,PA,190,122
Credit card or prepaid card,IL,606,136
Student loan,IL,0,1050
Mortgage,PA,0,3788
Credit card or prepaid card,TN,379,3198
Mortgage,GA,301,649
Credit card or prepaid card,NJ,70,470
Credit card or prepaid card,NY,112,1758
Student loan,NY,101,1232
Vehicle loan or lease,FL,0,497
Mortgage,TX,750,1519
Credit card or prepaid card,FL,0,290
Student loan,NC,282,380
Mortgage,FL,334,1633
Credit card or prepaid card,CT,632,686
Credit card or prepaid card,TN,371,1334
Mortgage,FL,324,1583
Credit card or prepaid card,NY,112,571
Mortgage,WI,537,1993
Student loan,OR,971,1088
Mortgage,WI,0,1601
Vehicle loan or lease,MA,21,743
Credit card or prepaid card,NJ,0,1418
Mortgage,TX,761,900
Credit card or prepaid card,TN,381,505
Credit card or prepaid card,CA,945,530
Credit card or prepaid card,FL,0,1120
Mortgage,GA,300,4006
Credit card or prepaid card,GA,300,367
Vehicle loan or lease,KY,400,1280
Credit card or prepaid card,GA,303,833
Vehicle loan or lease,GA,300,281
Credit card or prepaid card,MI,488,756
Student loan,PA,0,850
Credit card or prepaid card,GA,301,985
Mortgage,NC,285,5219
Mortgage,CO,810,364
Vehicle loan or lease,IN,0,4599
Mortgage,MD,209,1339
Mortgage,AZ,850,5922
Credit card or prepaid card,CO,0,962
Mortgage,WA,0,626
Mortgage,CT,68,2610
Mortgage,TX,784,4043
Mortgage,MN,554,1190
Student loan,PA,0,583
Mortgage,PA,189,419
Mortgage,UT,847,776
Mortgage,MI,481,813
Student loan,IL,606,810
Mortgage,GA,301,1295
Credit card or prepaid card,FL,0,680
Credit card or prepaid card,KS,660,3533
Student loan,OH,0,1496
Credit card or prepaid card,IL,606,322
Mortgage,SC,290,4815
Vehicle loan or lease,NY,0,740
Credit card or prepaid card,OR,972,1359
Student loan,NY,114,1440
Mortgage,TX,0,1067
Credit card or prepaid card,FL,325,697
Mortgage,NV,891,491
Credit card or prepaid card,NY,114,228
Credit card or prepaid card,CA,919,8710
Vehicle loan or lease,IL,604,1397
Student loan,WI,532,441
Credit card or prepaid card,TN,0,595
Credit card or prepaid card,NH,0,1972
Credit card or prepaid card,CA,928,485
Student loan,LA,0,543
Mortgage,CA,0,2097
Mortgage,NJ,87,1176
Mortgage,IL,606,221
Credit card or prepaid card,NY,112,1696
Mortgage,CT,0,2699
Credit card or prepaid card,FL,0,588
Mortgage,MI,0,1580
Mortgage,NJ,76,3374
Credit card or prepaid card,VA,0,1728
Mortgage,NJ,72,1613
Credit card or prepaid card,PA,194,619
Credit card or prepaid card,CA,900,1108
Credit card or prepaid card,NY,100,431
Credit card or prepaid card,AR,0,405
Vehicle loan or lease,FL,331,198
Credit card or prepaid card,MI,0,1849
Mortgage,CA,921,801
Mortgage,LA,711,5513
Credit card or prepaid card,PR,921,313
Credit card or prepaid card,MN,0,1045
Credit card or prepaid card,FL,0,275
Credit card or prepaid card,FL,0,4747
Credit card or prepaid card,CA,914,2133
Mortgage,NC,271,826
Credit card or prepaid card,NY,104,2023
Mortgage,CA,945,409
Mortgage,MI,0,414
Mortgage,NV,891,1145
Mortgage,PA,0,1405
Credit card or prepaid card,VA,226,2830
Credit card or prepaid card,GA,315,1341
Student loan,MA,18,335
Credit card or prepaid card,FL,0,739
Credit card or prepaid card,CO,0,1903
Credit card or prepaid card,CA,926,1928
Mortgage,TX,770,270
Credit card or prepaid card,CA,922,794
Student loan,SC,0,833
Credit card or prepaid card,NY,121,407
Credit card or prepaid card,MS,0,659
Credit card or prepaid card,TX,752,296
Mortgage,PA,0,1202
Mortgage,LA,0,345
Mortgage,AR,0,3197
Credit card or prepaid card,GA,312,2310
Credit card or prepaid card,NH,0,1298
Mortgage,CA,917,1389
Credit card or prepaid card,IL,605,88
Student loan,NJ,70,1273
Student loan,CA,0,541
Vehicle loan or lease,CT,0,1436
Vehicle loan or lease,CT,0,2981
Student loan,NY,0,1217
Credit card or prepaid card,NH,30,690
Credit card or prepaid card,FL,349,1614
Student loan,TX,0,2849
Mortgage,NY,113,1331
Credit card or prepaid card,MD,207,226
Vehicle loan or lease,GA,303,376
Credit card or prepaid card,TX,752,1489
Credit card or prepaid card,IA,0,1089
Mortgage,AL,361,617
Mortgage,CT,61,996
Vehicle loan or lease,FL,334,1089
Credit card or prepaid card,KS,0,1300
Credit card or prepaid card,CA,927,664
Mortgage,TX,775,3218
Credit card or prepaid card,CA,907,1622
Mortgage,NY,0,810
Credit card or prepaid card,AZ,850,1298
Credit card or prepaid card,NV,0,2591
Mortgage,CO,802,1939
Credit card or prepaid card,MD,212,4755
Student loan,CA,0,1422
Credit card or prepaid card,DE,197,3588
Credit card or prepaid card,FL,0,397
Mortgage,MD,0,660
Credit card or prepaid card,IL,0,151
Mortgage,TX,799,1398
Credit card or prepaid card,RI,28,703
Credit card or prepaid card,NY,100,1170
Mortgage,GA,300,2072
Mortgage,WA,984,3074
Credit card or prepaid card,GA,300,472
Credit card or prepaid card,NM,0,833
Credit card or prepaid card,CA,931,754
Mortgage,PA,0,1173
Credit card or prepaid card,CA,957,580
Credit card or prepaid card,KY,0,1892
Vehicle loan or lease,AL,0,1655
Student loan,CO,802,681
Credit card or prepaid card,NJ,0,1124
Credit card or prepaid card,CA,950,2248
Credit card or prepaid card,NY,0,1911
Mortgage,TX,0,1372
Credit card or prepaid card,CO,802,2708
Credit card or prepaid card,MA,0,1043
Credit card or prepaid card,WA,0,975
Credit card or prepaid card,MD,210,363
Vehicle loan or lease,CT,0,746
Student loan,IL,604,1702
Mortgage,TX,774,590
Credit card or prepaid card,CA,917,1743
Student loan,SC,0,2490
Credit card or prepaid card,CA,0,705
Mortgage,WY,828,2262
Credit card or prepaid card,MS,392,659
Mortgage,SD,572,2778
Mortgage,FL,0,623
Mortgage,CT,0,1073
Credit card or prepaid card,NC,287,3396
Mortgage,IL,600,208
Vehicle loan or lease,OH,443,1027
Vehicle loan or lease,CA,917,1070
Student loan,TN,381,659
Credit card or prepaid card,CA,900,370
Mortgage,IN,0,1176
Mortgage,SC,0,155
Credit card or prepaid card,OH,454,587
Student loan,GA,0,2315
Vehicle loan or lease,CA,917,926
Student loan,NY,100,1422
Vehicle loan or lease,NY,104,2028
Vehicle loan or lease,VA,220,1135
Credit card or prepaid card,SC,0,1813
Mortgage,IN,0,1712
Vehicle loan or lease,FL,330,138
Mortgage,CA,951,2460
Mortgage,CA,928,1591
Vehicle loan or lease,WI,532,523
Vehicle loan or lease,TX,782,180
Credit card or prepaid card,OH,445,588
Vehicle loan or lease,TX,782,58
Vehicle loan or lease,WV,260,1460
Mortgage,NJ,73,7207
Student loan,OR,970,1789
Mortgage,AZ,853,859
Mortgage,AZ,850,924
Credit card or prepaid card,CA,921,1158
Mortgage,MD,0,818
Credit card or prepaid card,TX,770,375
Mortgage,NY,0,449
Vehicle loan or lease,VA,221,1195
Mortgage,IL,605,1621
Mortgage,VA,201,3884
Credit card or prepaid card,CA,0,1391
Credit card or prepaid card,NY,112,4386
Credit card or prepaid card,AR,727,949
Mortgage,CT,0,1278
Mortgage,NC,280,700
Mortgage,MN,551,989
Mortgage,TX,752,1162
Vehicle loan or lease,MI,486,606
Credit card or prepaid card,CA,926,4190
Credit card or prepaid card,TX,0,1718
Credit card or prepaid card,NY,0,2501
Credit card or prepaid card,FL,0,1421
Credit card or prepaid card,FL,0,809
Mortgage,FL,0,1026
Mortgage,TX,750,1174
Mortgage,MN,0,3396
Credit card or prepaid card,CA,0,15201
Mortgage,VA,223,2010
Credit card or prepaid card,MS,392,1435
Credit card or prepaid card,CA,0,359
Mortgage,CA,926,1541
Credit card or prepaid card,RI,28,498
Vehicle loan or lease,NJ,0,1145
Credit card or prepaid card,IL,606,425
Credit card or prepaid card,LA,704,2408
Credit card or prepaid card,AZ,852,535
Credit card or prepaid card,CA,935,1955
Mortgage,TX,0,1478
Vehicle loan or lease,SC,0,701
Credit card or prepaid card,FL,330,4507
Credit card or prepaid card,NM,0,355
Vehicle loan or lease,DE,197,1905
Mortgage,LA,0,824
Student loan,MA,23,826
Student loan,AL,0,217
Credit card or prepaid card,NY,103,1180
Credit card or prepaid card,CA,935,1588
Mortgage,NY,105,2670
Credit card or prepaid card,FL,0,833
Credit card or prepaid card,FL,0,614
Student loan,MN,551,89
Credit card or prepaid card,NY,145,3844
Credit card or prepaid card,NC,281,817
Mortgage,GA,300,4479
Mortgage,MA,204,1300
Credit card or prepaid card,PA,191,251
Credit card or prepaid card,IL,0,1776
Credit card or prepaid card,MA,21,466
Credit card or prepaid card,FL,331,547
Credit card or prepaid card,NY,130,464
Credit card or prepaid card,GA,0,1722
Credit card or prepaid card,AZ,0,433
Mortgage,FL,0,1889
Mortgage,MD,0,1275
Credit card or prepaid card,TX,0,1559
Mortgage,CO,802,1021
Credit card or prepaid card,TX,770,318
Credit card or prepaid card,KY,0,583
Student loan,TX,774,556
Vehicle loan or lease,UT,0,1003
Mortgage,VA,240,5679
Credit card or prepaid card,PA,191,2545
Mortgage,CO,802,976
Credit card or prepaid card,NV,891,398
Mortgage,CA,0,4258
Credit card or prepaid card,NY,130,1037
Credit card or prepaid card,PA,191,1230
Mortgage,CA,0,1253
Mortgage,OH,443,1561
Credit card or prepaid card,OH,454,1992
Mortgage,PA,160,2968
Student loan,VA,235,410
Mortgage,NC,0,258
Mortgage,FL,346,244
Mortgage,FL,347,3367
Mortgage,PA,191,332
Mortgage,CA,900,331
Credit card or prepaid card,GA,0,658
Credit card or prepaid card,VA,0,215
Student loan,IA,0,2932
Mortgage,CA,919,554
Mortgage,NE,0,669
Credit card or prepaid card,VA,225,220
Mortgage,MA,153,554
Vehicle loan or lease,OK,731,613
Mortgage,SC,0,1059
Credit card or prepaid card,GA,315,412
Mortgage,PR,907,1636
Credit card or prepaid card,TX,0,1635
Student loan,FL,0,8531
Credit card or prepaid card,FL,0,239
Credit card or prepaid card,SC,0,360
Mortgage,MI,482,4277
Credit card or prepaid card,FL,0,877
Mortgage,TN,381,1105
Mortgage,AZ,852,5721
Credit card or prepaid card,NY,0,569
Mortgage,CO,802,8745
Credit card or prepaid card,AR,723,508
Vehicle loan or lease,DC,200,3174
Mortgage,GA,303,977
Mortgage,DC,200,1074
Credit card or prepaid card,IL,601,265
Mortgage,CA,922,565
Mortgage,NJ,70,962
Mortgage,CA,953,1034
Student loan,OH,0,1612
Credit card or prepaid card,CT,61,1026
Credit card or prepaid card,CA,945,716
Credit card or prepaid card,NY,140,1279
Mortgage,CA,958,1530
Credit card or prepaid card,TN,372,479
Mortgage,CA,932,280
Credit card or prepaid card,IL,622,1110
Credit card or prepaid card,FL,327,624
Mortgage,NJ,0,799
Vehicle loan or lease,IN,0,3464
Credit card or prepaid card,TX,0,1199
Credit card or prepaid card,PA,0,828
Credit card or prepaid card,CA,945,552
Mortgage,OH,0,1713
Credit card or prepaid card,CA,908,809
Credit card or prepaid card,TX,750,422
Mortgage,FL,342,1129
Credit card or prepaid card,CT,66,2645
Mortgage,SC,297,1844
Credit card or prepaid card,AL,0,730
Student loan,NJ,71,326
Mortgage,WA,981,787
Mortgage,MA,0,609
Credit card or prepaid card,CA,945,1368
Credit card or prepaid card,MA,27,594
Credit card or prepaid card,MA,0,203
Credit card or prepaid card,CA,944,1691
Mortgage,FL,339,945
Credit card or prepaid card,FL,329,1072
Credit card or prepaid card,GA,303,1729
Mortgage,TN,381,2545
Vehicle loan or lease,SD,0,902
Credit card or prepaid card,TX,774,1345
Credit card or prepaid card,NY,114,412
Mortgage,TX,770,530
Credit card or prepaid card,FL,334,2193
Credit card or prepaid card,NY,100,2639
Student loan,TX,799,2003
Mortgage,MO,0,2185
Credit card or prepaid card,AZ,852,473
Student loan,FL,330,864
Mortgage,NJ,0,2089
Vehicle loan or lease,SC,292,742
Credit card or prepaid card,CA,941,1671
Vehicle loan or lease,FL,331,4029
Credit card or prepaid card,MA,0,568
Credit card or prepaid card,WI,542,1373
Mortgage,SD,577,619
Mortgage,KY,0,588
Credit card or prepaid card,MA,21,496
Credit card or prepaid card,NY,125,1294
Credit card or prepaid card,CA,945,419
Credit card or prepaid card,NY,104,2556
Vehicle loan or lease,NY,117,808
Vehicle loan or lease,TX,750,6025
Credit card or prepaid card,FL,331,290
Credit card or prepaid card,TX,775,709
Mortgage,CA,928,1786
Student loan,TX,761,792
Credit card or prepaid card,NH,0,275
Credit card or prepaid card,OH,450,760
Credit card or prepaid card,AZ,853,2264
Mortgage,MD,208,363
Credit card or prepaid card,OH,442,652
Student loan,CO,800,1755
Mortgage,FL,347,756
Credit card or prepaid card,NJ,70,7251
Vehicle loan or lease,TX,0,667
Vehicle loan or lease,MO,0,6123
Credit card or prepaid card,WA,0,1146
Credit card or prepaid card,CA,914,302
Student loan,VA,0,5833
Credit card or prepaid card,MO,0,162
Student loan,NV,895,373
Student loan,CT,60,2676
Mortgage,NC,281,1888
Mortgage,TN,0,903
Credit card or prepaid card,NY,113,553
Credit card or prepaid card,NC,282,814
Credit card or prepaid card,MO,630,2156
Student loan,CA,922,940
Mortgage,MN,553,1570
Student loan,CA,900,1849
Credit card or prepaid card,NY,100,1255
Credit card or prepaid card,FL,0,273
Mortgage,GA,300,97
Credit card or prepaid card,FL,327,373
Mortgage,CA,925,1921
Mortgage,None,0,883
Credit card or prepaid card,NY,141,866
Credit card or prepaid card,IL,600,637
Mortgage,CA,928,661
Credit card or prepaid card,NY,114,244
Mortgage,IN,0,575
Mortgage,AZ,850,1491
Mortgage,CA,919,2546
Mortgage,MI,480,728
Mortgage,FL,0,3868
Mortgage,NC,285,1339
Credit card or prepaid card,CA,957,1066
Credit card or prepaid card,MO,0,636
Mortgage,FL,346,1391
Vehicle loan or lease,MA,0,243
Credit card or prepaid card,NY,115,1403
Credit card or prepaid card,NY,120,1206
Credit card or prepaid card,NY,112,548
Vehicle loan or lease,AZ,853,7181
Credit card or prepaid card,CA,912,2827
Student loan,CA,0,217
Credit card or prepaid card,CA,959,545
Mortgage,MA,0,10816
Credit card or prepaid card,CA,927,402
Mortgage,MN,0,472
Mortgage,NC,280,955
Vehicle loan or lease,VA,201,883
Mortgage,GA,0,1044
Mortgage,GA,313,7653
Credit card or prepaid card,CA,900,1515
Student loan,LA,705,5217
Credit card or prepaid card,IN,460,665
Mortgage,MI,0,7597
Vehicle loan or lease,AZ,0,680
Credit card or prepaid card,TX,777,541
